,Computer Science,Physics,Mathematics,Statistics,Quantitative Biology,Quantitative Finance,ID
4346,0,0,1,0,0,0,25319
4347,0,1,0,0,0,0,25320
4348,0,0,1,0,0,0,25321
4349,1,0,0,0,0,0,25322
4350,0,0,1,0,0,0,25323
4351,0,0,0,0,1,0,25324
4352,1,0,0,0,0,0,25325
4353,1,0,0,0,0,0,25326
4354,1,0,0,0,0,0,25327
4355,0,0,1,0,0,0,25328
4356,1,0,0,0,0,0,25329
4357,0,1,0,0,0,0,25330
4358,0,1,0,0,0,0,25331
4359,0,1,0,0,0,0,25332
4360,1,0,0,0,0,0,25333
4361,0,1,0,0,0,0,25334
4362,0,0,1,0,0,0,25335
4363,1,0,0,0,0,0,25336
4364,1,0,0,0,0,0,25337
4365,1,0,0,0,0,0,25338
4366,0,0,1,0,0,0,25339
4367,1,0,0,0,0,0,25340
4368,0,1,0,0,0,0,25341
4369,0,0,0,1,0,0,25342
4370,0,0,1,0,0,0,25343
4371,1,0,0,0,0,0,25344
4372,1,0,0,0,0,0,25345
4373,1,0,0,0,0,0,25346
4374,1,0,0,0,0,0,25347
4375,0,1,0,0,0,0,25348
4376,1,0,0,0,0,0,25349
4377,1,0,0,0,0,0,25350
4378,1,0,0,0,0,0,25351
4379,0,1,0,0,0,0,25352
4380,0,1,0,0,0,0,25353
4381,1,0,0,0,0,0,25354
4382,0,0,1,0,0,0,25355
4383,0,0,1,0,0,0,25356
4384,0,0,1,0,0,0,25357
4385,1,0,0,0,0,0,25358
4386,1,0,0,0,0,0,25359
4387,1,0,0,0,0,0,25360
4388,1,0,0,0,0,0,25361
4389,1,0,0,0,0,0,25362
4390,1,0,0,0,0,0,25363
4391,1,0,0,0,0,0,25364
4392,0,0,1,0,0,0,25365
4393,0,1,0,0,0,0,25366
4394,1,0,0,0,0,0,25367
4395,0,0,0,1,0,0,25368
4396,0,0,1,0,0,0,25369
4397,1,0,0,0,0,0,25370
4398,1,0,0,0,0,0,25371
4399,1,0,0,0,0,0,25372
4400,1,0,0,0,0,0,25373
4401,1,0,0,0,0,0,25374
4402,0,1,0,0,0,0,25375
4403,0,0,1,0,0,0,25376
4404,1,0,0,0,0,0,25377
4405,1,0,0,0,0,0,25378
4406,0,1,0,0,0,0,25379
4407,0,0,1,0,0,0,25380
4408,1,0,0,0,0,0,25381
4409,1,0,0,0,0,0,25382
4410,1,0,0,0,0,0,25383
4411,1,0,0,0,0,0,25384
4412,0,1,0,0,0,0,25385
4413,1,0,0,0,0,0,25386
4414,1,0,0,0,0,0,25387
4415,0,1,0,0,0,0,25388
4416,1,0,0,0,0,0,25389
4417,0,1,0,0,0,0,25390
4418,1,0,0,0,0,0,25391
4419,0,0,0,0,1,0,25392
4420,0,0,1,0,0,0,25393
4421,0,0,1,0,0,0,25394
4422,1,0,0,0,0,0,25395
4423,1,0,0,0,0,0,25396
4424,1,0,0,0,0,0,25397
4425,0,1,0,0,0,0,25398
4426,0,0,1,0,0,0,25399
4427,1,0,0,0,0,0,25400
4428,1,0,0,0,0,0,25401
4429,1,0,0,0,0,0,25402
4430,0,0,1,0,0,0,25403
4431,0,1,0,0,0,0,25404
4432,0,1,0,0,0,0,25405
4433,0,0,1,0,0,0,25406
4434,0,1,0,0,0,0,25407
4435,1,0,0,0,0,0,25408
4436,0,1,0,0,0,0,25409
4437,1,0,0,0,0,0,25410
4438,0,0,1,0,0,0,25411
4439,0,0,1,0,0,0,25412
4440,0,0,1,0,0,0,25413
4441,0,0,0,1,0,0,25414
4442,1,0,0,0,0,0,25415
4443,0,1,0,0,0,0,25416
4444,1,0,0,0,0,0,25417
4445,0,1,0,0,0,0,25418
4446,1,0,0,0,0,0,25419
4447,1,0,0,0,0,0,25420
4448,0,0,1,0,0,0,25421
4449,0,1,0,0,0,0,25422
4450,0,1,0,0,0,0,25423
4451,1,0,0,0,0,0,25424
4452,1,0,0,0,0,0,25425
4453,0,0,1,0,0,0,25426
4454,0,0,1,0,0,0,25427
4455,1,0,0,0,0,0,25428
4456,1,0,0,0,0,0,25429
4457,1,0,0,0,0,0,25430
4458,1,0,0,0,0,0,25431
4459,0,1,0,0,0,0,25432
4460,1,0,0,0,0,0,25433
4461,0,0,0,1,0,0,25434
4462,1,0,0,0,0,0,25435
4463,0,1,0,0,0,0,25436
4464,1,0,0,0,0,0,25437
4465,1,0,0,0,0,0,25438
4466,0,1,0,0,0,0,25439
4467,0,0,1,0,0,0,25440
4468,0,0,1,0,0,0,25441
4469,0,0,1,0,0,0,25442
4470,1,0,0,0,0,0,25443
4471,1,0,0,0,0,0,25444
4472,1,0,0,0,0,0,25445
4473,1,0,0,0,0,0,25446
4474,0,1,0,0,0,0,25447
4475,0,1,0,0,0,0,25448
4476,0,0,1,0,0,0,25449
4477,0,1,0,0,0,0,25450
4478,0,0,0,1,0,0,25451
4479,0,1,0,0,0,0,25452
4480,1,0,0,0,0,0,25453
4481,0,1,0,0,0,0,25454
4482,1,0,0,0,0,0,25455
4483,1,0,0,0,0,0,25456
4484,0,1,0,0,0,0,25457
4485,0,1,0,0,0,0,25458
4486,0,0,1,0,0,0,25459
4487,1,0,0,0,0,0,25460
4488,0,1,0,0,0,0,25461
4489,1,0,0,0,0,0,25462
4490,1,0,0,0,0,0,25463
4491,1,0,0,0,0,0,25464
4492,1,0,0,0,0,0,25465
4493,0,0,1,0,0,0,25466
4494,1,0,0,0,0,0,25467
4495,0,1,0,0,0,0,25468
4496,1,0,0,0,0,0,25469
4497,1,0,0,0,0,0,25470
4498,0,0,1,0,0,0,25471
4499,1,0,0,0,0,0,25472
4500,0,0,1,0,0,0,25473
4501,1,0,0,0,0,0,25474
4502,0,0,1,0,0,0,25475
4503,0,0,1,0,0,0,25476
4504,1,0,0,0,0,0,25477
4505,0,1,0,0,0,0,25478
4506,1,0,0,0,0,0,25479
4507,1,0,0,0,0,0,25480
4508,0,1,0,0,0,0,25481
4509,0,1,0,0,0,0,25482
4510,0,1,0,0,0,0,25483
4511,1,0,0,0,0,0,25484
4512,0,1,0,0,0,0,25485
4513,1,0,0,0,0,0,25486
4514,1,0,0,0,0,0,25487
4515,0,1,0,0,0,0,25488
4516,1,0,0,0,0,0,25489
4517,1,0,0,0,0,0,25490
4518,1,0,0,0,0,0,25491
4519,0,0,1,0,0,0,25492
4520,0,0,1,0,0,0,25493
4521,0,1,0,0,0,0,25494
4522,0,1,0,0,0,0,25495
4523,0,1,0,0,0,0,25496
4524,1,0,0,0,0,0,25497
4525,0,1,0,0,0,0,25498
4526,1,0,0,0,0,0,25499
4527,0,0,1,0,0,0,25500
4528,1,0,0,0,0,0,25501
4529,1,0,0,0,0,0,25502
4530,0,1,0,0,0,0,25503
4531,0,0,1,0,0,0,25504
4532,0,1,0,0,0,0,25505
4533,0,0,1,0,0,0,25506
4534,0,0,1,0,0,0,25507
4535,1,0,0,0,0,0,25508
4536,1,0,0,0,0,0,25509
4537,0,0,0,0,1,0,25510
4538,0,0,1,0,0,0,25511
4539,1,0,0,0,0,0,25512
4540,1,0,0,0,0,0,25513
4541,0,1,0,0,0,0,25514
4542,1,0,0,0,0,0,25515
4543,1,0,0,0,0,0,25516
4544,0,1,0,0,0,0,25517
4545,1,0,0,0,0,0,25518
4546,0,0,1,0,0,0,25519
4547,1,0,0,0,0,0,25520
4548,0,1,0,0,0,0,25521
4549,0,1,0,0,0,0,25522
4550,1,0,0,0,0,0,25523
4551,0,0,1,0,0,0,25524
4552,1,0,0,0,0,0,25525
4553,1,0,0,0,0,0,25526
4554,0,0,1,0,0,0,25527
4555,0,0,0,1,0,0,25528
4556,0,0,1,0,0,0,25529
4557,1,0,0,0,0,0,25530
4558,0,1,0,0,0,0,25531
4559,0,1,0,0,0,0,25532
4560,1,0,0,0,0,0,25533
4561,0,0,1,0,0,0,25534
4562,1,0,0,0,0,0,25535
4563,1,0,0,0,0,0,25536
4564,1,0,0,0,0,0,25537
4565,1,0,0,0,0,0,25538
4566,1,0,0,0,0,0,25539
4567,1,0,0,0,0,0,25540
4568,0,1,0,0,0,0,25541
4569,0,1,0,0,0,0,25542
4570,1,0,0,0,0,0,25543
4571,0,0,1,0,0,0,25544
4572,0,0,1,0,0,0,25545
4573,0,1,0,0,0,0,25546
4574,1,0,0,0,0,0,25547
4575,1,0,0,0,0,0,25548
4576,1,0,0,0,0,0,25549
4577,1,0,0,0,0,0,25550
4578,0,1,0,0,0,0,25551
4579,1,0,0,0,0,0,25552
4580,1,0,0,0,0,0,25553
4581,0,1,0,0,0,0,25554
4582,1,0,0,0,0,0,25555
4583,0,0,1,0,0,0,25556
4584,0,0,1,0,0,0,25557
4585,0,0,1,0,0,0,25558
4586,1,0,0,0,0,0,25559
4587,0,1,0,0,0,0,25560
4588,0,1,0,0,0,0,25561
4589,1,0,0,0,0,0,25562
4590,0,1,0,0,0,0,25563
4591,0,0,1,0,0,0,25564
4592,1,0,0,0,0,0,25565
4593,0,1,0,0,0,0,25566
4594,0,0,1,0,0,0,25567
4595,0,1,0,0,0,0,25568
4596,0,1,0,0,0,0,25569
4597,0,1,0,0,0,0,25570
4598,1,0,0,0,0,0,25571
4599,0,1,0,0,0,0,25572
4600,1,0,0,0,0,0,25573
4601,0,1,0,0,0,0,25574
4602,0,1,0,0,0,0,25575
4603,1,0,0,0,0,0,25576
4604,1,0,0,0,0,0,25577
4605,0,1,0,0,0,0,25578
4606,1,0,0,0,0,0,25579
4607,0,0,1,0,0,0,25580
4608,0,1,0,0,0,0,25581
4609,1,0,0,0,0,0,25582
4610,1,0,0,0,0,0,25583
4611,1,0,0,0,0,0,25584
4612,0,1,0,0,0,0,25585
4613,0,1,0,0,0,0,25586
4614,0,1,0,0,0,0,25587
4615,1,0,0,0,0,0,25588
4616,0,0,0,0,1,0,25589
4617,0,0,1,0,0,0,25590
4618,0,1,0,0,0,0,25591
4619,1,0,0,0,0,0,25592
4620,0,1,0,0,0,0,25593
4621,0,0,1,0,0,0,25594
4622,0,0,1,0,0,0,25595
4623,0,0,1,0,0,0,25596
4624,1,0,0,0,0,0,25597
4625,1,0,0,0,0,0,25598
4626,0,1,0,0,0,0,25599
4627,0,0,1,0,0,0,25600
4628,0,1,0,0,0,0,25601
4629,0,1,0,0,0,0,25602
4630,1,0,0,0,0,0,25603
4631,0,0,1,0,0,0,25604
4632,0,1,0,0,0,0,25605
4633,0,1,0,0,0,0,25606
4634,1,0,0,0,0,0,25607
4635,0,1,0,0,0,0,25608
4636,0,0,1,0,0,0,25609
4637,1,0,0,0,0,0,25610
4638,1,0,0,0,0,0,25611
4639,1,0,0,0,0,0,25612
4640,1,0,0,0,0,0,25613
4641,0,1,0,0,0,0,25614
4642,1,0,0,0,0,0,25615
4643,0,1,0,0,0,0,25616
4644,1,0,0,0,0,0,25617
4645,1,0,0,0,0,0,25618
4646,1,0,0,0,0,0,25619
4647,0,1,0,0,0,0,25620
4648,0,1,0,0,0,0,25621
4649,0,0,1,0,0,0,25622
4650,1,0,0,0,0,0,25623
4651,0,1,0,0,0,0,25624
4652,1,0,0,0,0,0,25625
4653,1,0,0,0,0,0,25626
4654,1,0,0,0,0,0,25627
4655,0,0,1,0,0,0,25628
4656,1,0,0,0,0,0,25629
4657,0,0,1,0,0,0,25630
4658,1,0,0,0,0,0,25631
4659,1,0,0,0,0,0,25632
4660,0,1,0,0,0,0,25633
4661,1,0,0,0,0,0,25634
4662,1,0,0,0,0,0,25635
4663,1,0,0,0,0,0,25636
4664,1,0,0,0,0,0,25637
4665,1,0,0,0,0,0,25638
4666,0,1,0,0,0,0,25639
4667,1,0,0,0,0,0,25640
4668,1,0,0,0,0,0,25641
4669,0,1,0,0,0,0,25642
4670,1,0,0,0,0,0,25643
4671,0,0,1,0,0,0,25644
4672,1,0,0,0,0,0,25645
4673,1,0,0,0,0,0,25646
4674,1,0,0,0,0,0,25647
4675,1,0,0,0,0,0,25648
4676,1,0,0,0,0,0,25649
4677,0,0,1,0,0,0,25650
4678,0,1,0,0,0,0,25651
4679,1,0,0,0,0,0,25652
4680,1,0,0,0,0,0,25653
4681,0,1,0,0,0,0,25654
4682,1,0,0,0,0,0,25655
4683,1,0,0,0,0,0,25656
4684,1,0,0,0,0,0,25657
4685,0,1,0,0,0,0,25658
4686,1,0,0,0,0,0,25659
4687,1,0,0,0,0,0,25660
4688,1,0,0,0,0,0,25661
4689,0,0,1,0,0,0,25662
4690,1,0,0,0,0,0,25663
4691,1,0,0,0,0,0,25664
4692,0,0,1,0,0,0,25665
4693,1,0,0,0,0,0,25666
4694,1,0,0,0,0,0,25667
4695,0,0,1,0,0,0,25668
4696,0,1,0,0,0,0,25669
4697,0,1,0,0,0,0,25670
4698,1,0,0,0,0,0,25671
4699,0,1,0,0,0,0,25672
4700,1,0,0,0,0,0,25673
4701,0,1,0,0,0,0,25674
4702,1,0,0,0,0,0,25675
4703,0,0,1,0,0,0,25676
4704,1,0,0,0,0,0,25677
4705,0,0,1,0,0,0,25678
4706,1,0,0,0,0,0,25679
4707,1,0,0,0,0,0,25680
4708,0,0,1,0,0,0,25681
4709,1,0,0,0,0,0,25682
4710,1,0,0,0,0,0,25683
4711,0,0,1,0,0,0,25684
4712,0,1,0,0,0,0,25685
4713,0,1,0,0,0,0,25686
4714,1,0,0,0,0,0,25687
4715,0,0,0,1,0,0,25688
4716,0,0,1,0,0,0,25689
4717,0,0,0,1,0,0,25690
4718,0,1,0,0,0,0,25691
4719,1,0,0,0,0,0,25692
4720,1,0,0,0,0,0,25693
4721,0,1,0,0,0,0,25694
4722,1,0,0,0,0,0,25695
4723,1,0,0,0,0,0,25696
4724,0,1,0,0,0,0,25697
4725,1,0,0,0,0,0,25698
4726,0,0,1,0,0,0,25699
4727,0,1,0,0,0,0,25700
4728,1,0,0,0,0,0,25701
4729,1,0,0,0,0,0,25702
4730,0,0,1,0,0,0,25703
4731,1,0,0,0,0,0,25704
4732,1,0,0,0,0,0,25705
4733,0,1,0,0,0,0,25706
4734,1,0,0,0,0,0,25707
4735,1,0,0,0,0,0,25708
4736,1,0,0,0,0,0,25709
4737,0,0,0,1,0,0,25710
4738,0,0,1,0,0,0,25711
4739,0,1,0,0,0,0,25712
4740,0,1,0,0,0,0,25713
4741,0,0,1,0,0,0,25714
4742,0,1,0,0,0,0,25715
4743,0,1,0,0,0,0,25716
4744,1,0,0,0,0,0,25717
4745,1,0,0,0,0,0,25718
4746,1,0,0,0,0,0,25719
4747,0,1,0,0,0,0,25720
4748,0,0,1,0,0,0,25721
4749,0,1,0,0,0,0,25722
4750,1,0,0,0,0,0,25723
4751,0,1,0,0,0,0,25724
4752,0,1,0,0,0,0,25725
4753,1,0,0,0,0,0,25726
4754,0,0,1,0,0,0,25727
4755,0,0,1,0,0,0,25728
4756,1,0,0,0,0,0,25729
4757,1,0,0,0,0,0,25730
4758,0,1,0,0,0,0,25731
4759,1,0,0,0,0,0,25732
4760,0,1,0,0,0,0,25733
4761,1,0,0,0,0,0,25734
4762,1,0,0,0,0,0,25735
4763,1,0,0,0,0,0,25736
4764,0,0,1,0,0,0,25737
4765,1,0,0,0,0,0,25738
4766,1,0,0,0,0,0,25739
4767,0,1,0,0,0,0,25740
4768,1,0,0,0,0,0,25741
4769,0,1,0,0,0,0,25742
4770,1,0,0,0,0,0,25743
4771,1,0,0,0,0,0,25744
4772,1,0,0,0,0,0,25745
4773,0,0,1,0,0,0,25746
4774,1,0,0,0,0,0,25747
4775,0,0,1,0,0,0,25748
4776,1,0,0,0,0,0,25749
4777,0,0,0,1,0,0,25750
4778,1,0,0,0,0,0,25751
4779,0,0,1,0,0,0,25752
4780,0,0,1,0,0,0,25753
4781,1,0,0,0,0,0,25754
4782,1,0,0,0,0,0,25755
4783,0,1,0,0,0,0,25756
4784,1,0,0,0,0,0,25757
4785,1,0,0,0,0,0,25758
4786,1,0,0,0,0,0,25759
4787,1,0,0,0,0,0,25760
4788,0,0,1,0,0,0,25761
4789,0,0,1,0,0,0,25762
4790,1,0,0,0,0,0,25763
4791,1,0,0,0,0,0,25764
4792,1,0,0,0,0,0,25765
4793,1,0,0,0,0,0,25766
4794,0,1,0,0,0,0,25767
4795,0,0,0,1,0,0,25768
4796,0,0,1,0,0,0,25769
4797,1,0,0,0,0,0,25770
4798,0,1,0,0,0,0,25771
4799,0,0,0,0,0,1,25772
4800,1,0,0,0,0,0,25773
4801,0,1,0,0,0,0,25774
4802,0,1,0,0,0,0,25775
4803,1,0,0,0,0,0,25776
4804,0,1,0,0,0,0,25777
4805,1,0,0,0,0,0,25778
4806,0,1,0,0,0,0,25779
4807,1,0,0,0,0,0,25780
4808,1,0,0,0,0,0,25781
4809,0,1,0,0,0,0,25782
4810,0,0,1,0,0,0,25783
4811,1,0,0,0,0,0,25784
4812,1,0,0,0,0,0,25785
4813,1,0,0,0,0,0,25786
4814,0,1,0,0,0,0,25787
4815,1,0,0,0,0,0,25788
4816,0,1,0,0,0,0,25789
4817,0,0,1,0,0,0,25790
4818,1,0,0,0,0,0,25791
4819,0,0,0,1,0,0,25792
4820,1,0,0,0,0,0,25793
4821,0,0,1,0,0,0,25794
4822,1,0,0,0,0,0,25795
4823,0,0,1,0,0,0,25796
4824,1,0,0,0,0,0,25797
4825,0,1,0,0,0,0,25798
4826,1,0,0,0,0,0,25799
4827,0,0,0,0,0,1,25800
4828,1,0,0,0,0,0,25801
4829,0,0,1,0,0,0,25802
4830,0,0,0,1,0,0,25803
4831,1,0,0,0,0,0,25804
4832,0,0,1,0,0,0,25805
4833,1,0,0,0,0,0,25806
4834,0,0,1,0,0,0,25807
4835,0,0,1,0,0,0,25808
4836,1,0,0,0,0,0,25809
4837,0,1,0,0,0,0,25810
4838,1,0,0,0,0,0,25811
4839,1,0,0,0,0,0,25812
4840,0,0,1,0,0,0,25813
4841,1,0,0,0,0,0,25814
4842,1,0,0,0,0,0,25815
4843,0,0,0,0,0,1,25816
4844,0,1,0,0,0,0,25817
4845,0,0,0,1,0,0,25818
4846,1,0,0,0,0,0,25819
4847,0,0,1,0,0,0,25820
4848,1,0,0,0,0,0,25821
4849,1,0,0,0,0,0,25822
4850,1,0,0,0,0,0,25823
4851,1,0,0,0,0,0,25824
4852,1,0,0,0,0,0,25825
4853,1,0,0,0,0,0,25826
4854,1,0,0,0,0,0,25827
4855,1,0,0,0,0,0,25828
4856,0,1,0,0,0,0,25829
4857,0,1,0,0,0,0,25830
4858,0,1,0,0,0,0,25831
4859,1,0,0,0,0,0,25832
4860,1,0,0,0,0,0,25833
4861,0,0,0,1,0,0,25834
4862,0,1,0,0,0,0,25835
4863,0,0,1,0,0,0,25836
4864,1,0,0,0,0,0,25837
4865,0,1,0,0,0,0,25838
4866,1,0,0,0,0,0,25839
4867,1,0,0,0,0,0,25840
4868,1,0,0,0,0,0,25841
4869,1,0,0,0,0,0,25842
4870,0,1,0,0,0,0,25843
4871,1,0,0,0,0,0,25844
4872,1,0,0,0,0,0,25845
4873,1,0,0,0,0,0,25846
4874,0,1,0,0,0,0,25847
4875,1,0,0,0,0,0,25848
4876,0,1,0,0,0,0,25849
4877,0,0,1,0,0,0,25850
4878,0,0,1,0,0,0,25851
4879,1,0,0,0,0,0,25852
4880,1,0,0,0,0,0,25853
4881,1,0,0,0,0,0,25854
4882,1,0,0,0,0,0,25855
4883,0,1,0,0,0,0,25856
4884,0,0,1,0,0,0,25857
4885,0,0,1,0,0,0,25858
4886,1,0,0,0,0,0,25859
4887,1,0,0,0,0,0,25860
4888,0,0,1,0,0,0,25861
4889,1,0,0,0,0,0,25862
4890,0,0,1,0,0,0,25863
4891,0,0,1,0,0,0,25864
4892,1,0,0,0,0,0,25865
4893,0,1,0,0,0,0,25866
4894,1,0,0,0,0,0,25867
4895,1,0,0,0,0,0,25868
4896,1,0,0,0,0,0,25869
4897,1,0,0,0,0,0,25870
4898,1,0,0,0,0,0,25871
4899,0,0,1,0,0,0,25872
4900,0,1,0,0,0,0,25873
4901,1,0,0,0,0,0,25874
4902,1,0,0,0,0,0,25875
4903,1,0,0,0,0,0,25876
4904,1,0,0,0,0,0,25877
4905,0,0,1,0,0,0,25878
4906,0,1,0,0,0,0,25879
4907,0,1,0,0,0,0,25880
4908,0,0,1,0,0,0,25881
4909,1,0,0,0,0,0,25882
4910,0,1,0,0,0,0,25883
4911,1,0,0,0,0,0,25884
4912,1,0,0,0,0,0,25885
4913,0,1,0,0,0,0,25886
4914,1,0,0,0,0,0,25887
4915,0,0,1,0,0,0,25888
4916,0,0,1,0,0,0,25889
4917,0,1,0,0,0,0,25890
4918,0,0,1,0,0,0,25891
4919,1,0,0,0,0,0,25892
4920,0,1,0,0,0,0,25893
4921,1,0,0,0,0,0,25894
4922,0,0,1,0,0,0,25895
4923,0,1,0,0,0,0,25896
4924,0,0,1,0,0,0,25897
4925,1,0,0,0,0,0,25898
4926,0,1,0,0,0,0,25899
4927,1,0,0,0,0,0,25900
4928,1,0,0,0,0,0,25901
4929,1,0,0,0,0,0,25902
4930,1,0,0,0,0,0,25903
4931,0,1,0,0,0,0,25904
4932,0,1,0,0,0,0,25905
4933,0,0,1,0,0,0,25906
4934,0,1,0,0,0,0,25907
4935,1,0,0,0,0,0,25908
4936,1,0,0,0,0,0,25909
4937,1,0,0,0,0,0,25910
4938,1,0,0,0,0,0,25911
4939,1,0,0,0,0,0,25912
4940,1,0,0,0,0,0,25913
4941,0,0,1,0,0,0,25914
4942,0,1,0,0,0,0,25915
4943,0,1,0,0,0,0,25916
4944,0,0,1,0,0,0,25917
4945,1,0,0,0,0,0,25918
4946,1,0,0,0,0,0,25919
4947,0,0,1,0,0,0,25920
4948,1,0,0,0,0,0,25921
4949,1,0,0,0,0,0,25922
4950,0,0,1,0,0,0,25923
4951,1,0,0,0,0,0,25924
4952,0,0,1,0,0,0,25925
4953,0,0,1,0,0,0,25926
4954,0,1,0,0,0,0,25927
4955,0,1,0,0,0,0,25928
4956,1,0,0,0,0,0,25929
4957,0,1,0,0,0,0,25930
4958,1,0,0,0,0,0,25931
4959,0,0,0,0,0,1,25932
4960,0,0,1,0,0,0,25933
4961,1,0,0,0,0,0,25934
4962,0,1,0,0,0,0,25935
4963,0,1,0,0,0,0,25936
4964,0,0,1,0,0,0,25937
4965,0,0,1,0,0,0,25938
4966,1,0,0,0,0,0,25939
4967,0,1,0,0,0,0,25940
4968,1,0,0,0,0,0,25941
4969,1,0,0,0,0,0,25942
4970,0,0,1,0,0,0,25943
4971,1,0,0,0,0,0,25944
4972,0,1,0,0,0,0,25945
4973,1,0,0,0,0,0,25946
4974,1,0,0,0,0,0,25947
4975,0,0,1,0,0,0,25948
4976,1,0,0,0,0,0,25949
4977,1,0,0,0,0,0,25950
4978,0,1,0,0,0,0,25951
4979,1,0,0,0,0,0,25952
4980,1,0,0,0,0,0,25953
4981,1,0,0,0,0,0,25954
4982,1,0,0,0,0,0,25955
4983,0,1,0,0,0,0,25956
4984,0,0,1,0,0,0,25957
4985,0,1,0,0,0,0,25958
4986,1,0,0,0,0,0,25959
4987,1,0,0,0,0,0,25960
4988,0,1,0,0,0,0,25961
4989,0,1,0,0,0,0,25962
4990,0,0,1,0,0,0,25963
4991,0,1,0,0,0,0,25964
4992,1,0,0,0,0,0,25965
4993,1,0,0,0,0,0,25966
4994,1,0,0,0,0,0,25967
4995,0,0,1,0,0,0,25968
4996,1,0,0,0,0,0,25969
4997,0,1,0,0,0,0,25970
4998,0,1,0,0,0,0,25971
4999,0,1,0,0,0,0,25972
5000,1,0,0,0,0,0,25973
5001,1,0,0,0,0,0,25974
5002,1,0,0,0,0,0,25975
5003,0,1,0,0,0,0,25976
5004,0,0,1,0,0,0,25977
5005,0,1,0,0,0,0,25978
5006,1,0,0,0,0,0,25979
5007,1,0,0,0,0,0,25980
5008,0,1,0,0,0,0,25981
5009,1,0,0,0,0,0,25982
5010,1,0,0,0,0,0,25983
5011,0,0,1,0,0,0,25984
5012,1,0,0,0,0,0,25985
5013,0,1,0,0,0,0,25986
5014,0,0,0,1,0,0,25987
5015,1,0,0,0,0,0,25988
5016,1,0,0,0,0,0,25989
5017,1,0,0,0,0,0,25990
5018,0,1,0,0,0,0,25991
5019,0,0,1,0,0,0,25992
5020,0,0,1,0,0,0,25993
5021,0,0,1,0,0,0,25994
5022,1,0,0,0,0,0,25995
5023,0,1,0,0,0,0,25996
5024,1,0,0,0,0,0,25997
5025,0,0,1,0,0,0,25998
5026,0,0,1,0,0,0,25999
5027,0,1,0,0,0,0,26000
5028,1,0,0,0,0,0,26001
5029,0,0,1,0,0,0,26002
5030,1,0,0,0,0,0,26003
5031,1,0,0,0,0,0,26004
5032,1,0,0,0,0,0,26005
5033,0,1,0,0,0,0,26006
5034,1,0,0,0,0,0,26007
5035,0,0,0,1,0,0,26008
5036,1,0,0,0,0,0,26009
5037,1,0,0,0,0,0,26010
5038,1,0,0,0,0,0,26011
5039,0,0,1,0,0,0,26012
5040,0,0,1,0,0,0,26013
5041,0,0,1,0,0,0,26014
5042,0,1,0,0,0,0,26015
5043,1,0,0,0,0,0,26016
5044,1,0,0,0,0,0,26017
5045,0,1,0,0,0,0,26018
5046,0,1,0,0,0,0,26019
5047,0,0,1,0,0,0,26020
5048,0,1,0,0,0,0,26021
5049,1,0,0,0,0,0,26022
5050,1,0,0,0,0,0,26023
5051,0,1,0,0,0,0,26024
5052,0,0,0,1,0,0,26025
5053,0,0,0,1,0,0,26026
5054,0,0,1,0,0,0,26027
5055,0,0,1,0,0,0,26028
5056,1,0,0,0,0,0,26029
5057,0,1,0,0,0,0,26030
5058,0,0,1,0,0,0,26031
5059,0,0,1,0,0,0,26032
5060,1,0,0,0,0,0,26033
5061,1,0,0,0,0,0,26034
5062,1,0,0,0,0,0,26035
5063,0,1,0,0,0,0,26036
5064,0,0,1,0,0,0,26037
5065,1,0,0,0,0,0,26038
5066,1,0,0,0,0,0,26039
5067,1,0,0,0,0,0,26040
5068,1,0,0,0,0,0,26041
5069,0,1,0,0,0,0,26042
5070,0,0,1,0,0,0,26043
5071,1,0,0,0,0,0,26044
5072,0,0,1,0,0,0,26045
5073,1,0,0,0,0,0,26046
5074,0,1,0,0,0,0,26047
5075,0,0,1,0,0,0,26048
5076,0,0,1,0,0,0,26049
5077,1,0,0,0,0,0,26050
5078,1,0,0,0,0,0,26051
5079,1,0,0,0,0,0,26052
5080,1,0,0,0,0,0,26053
5081,0,1,0,0,0,0,26054
5082,1,0,0,0,0,0,26055
5083,0,0,1,0,0,0,26056
5084,1,0,0,0,0,0,26057
5085,1,0,0,0,0,0,26058
5086,1,0,0,0,0,0,26059
5087,0,1,0,0,0,0,26060
5088,1,0,0,0,0,0,26061
5089,0,1,0,0,0,0,26062
5090,1,0,0,0,0,0,26063
5091,0,1,0,0,0,0,26064
5092,0,0,1,0,0,0,26065
5093,0,1,0,0,0,0,26066
5094,0,1,0,0,0,0,26067
5095,1,0,0,0,0,0,26068
5096,0,0,1,0,0,0,26069
5097,0,0,1,0,0,0,26070
5098,0,0,1,0,0,0,26071
5099,1,0,0,0,0,0,26072
5100,0,1,0,0,0,0,26073
5101,0,0,1,0,0,0,26074
5102,0,1,0,0,0,0,26075
5103,1,0,0,0,0,0,26076
5104,0,1,0,0,0,0,26077
5105,1,0,0,0,0,0,26078
5106,1,0,0,0,0,0,26079
5107,0,1,0,0,0,0,26080
5108,0,0,1,0,0,0,26081
5109,0,0,1,0,0,0,26082
5110,0,0,1,0,0,0,26083
5111,1,0,0,0,0,0,26084
5112,1,0,0,0,0,0,26085
5113,0,1,0,0,0,0,26086
5114,1,0,0,0,0,0,26087
5115,0,1,0,0,0,0,26088
5116,0,0,1,0,0,0,26089
5117,0,1,0,0,0,0,26090
5118,0,0,0,1,0,0,26091
5119,0,0,1,0,0,0,26092
5120,1,0,0,0,0,0,26093
